Time,HeadPosx,HeadPosy,HeadPosz,rewardx,rewardz
14:49:38:984,-5.034179,1.577988,-2.116273,,
14:49:39:017,-5.034905,1.5784,-2.114066,,
14:49:39:051,-5.035521,1.578485,-2.112094,,
14:49:39:084,-5.036086,1.578754,-2.110254,,
14:49:39:117,-5.036645,1.578925,-2.108568,,
14:49:39:151,-5.037039,1.579116,-2.10695,,
14:49:39:184,-5.037482,1.579112,-2.105427,,
14:49:39:218,-5.037641,1.578996,-2.104066,,
14:49:39:251,-5.037525,1.578673,-2.102886,,
14:49:39:285,-5.037058,1.578142,-2.101938,,
14:49:39:318,-5.036312,1.577342,-2.101243,,
14:49:39:352,-5.035378,1.576441,-2.100827,,
14:49:39:384,-5.034303,1.575387,-2.100611,,
14:49:39:418,-5.03307,1.574413,-2.100523,,
14:49:39:452,-5.031853,1.573337,-2.100463,,
14:49:39:484,-5.030553,1.572269,-2.100424,,
14:49:39:519,-5.028975,1.57107,-2.100576,,
14:49:39:552,-5.027372,1.569688,-2.100825,,
14:49:39:585,-5.02561,1.567827,-2.101003,,
14:49:39:619,-5.023534,1.566115,-2.101487,,
14:49:39:653,-5.021227,1.564155,-2.102035,,
14:49:39:685,-5.018832,1.562311,-2.102507,,
14:49:39:719,-5.016414,1.561012,-2.103279,,
14:49:39:752,-5.014192,1.560074,-2.103768,,
14:49:39:785,-5.012113,1.559811,-2.10429,,
14:49:39:819,-5.010238,1.560299,-2.104836,,
14:49:39:853,-5.008418,1.560802,-2.104942,,
14:49:39:885,-5.006709,1.56127,-2.104918,,
14:49:39:919,-5.005043,1.561955,-2.105023,,
14:49:39:953,-5.00356,1.562328,-2.104862,,
14:49:39:986,-5.002141,1.562575,-2.104556,,
14:49:40:020,-5.000821,1.562785,-2.104258,,
14:49:40:053,-4.999539,1.562843,-2.103992,,
14:49:40:087,-4.998291,1.562962,-2.103698,,
14:49:40:120,-4.997095,1.563136,-2.103451,,
14:49:40:153,-4.995968,1.563437,-2.103372,,
14:49:40:186,-4.994906,1.563623,-2.103281,,
14:49:40:219,-4.993762,1.563948,-2.103342,,
14:49:40:253,-4.992439,1.564256,-2.103522,,
14:49:40:286,-4.991166,1.564624,-2.103709,,
14:49:40:320,-4.989878,1.565136,-2.104064,,
14:49:40:354,-4.988552,1.56567,-2.104438,,
14:49:40:387,-4.987282,1.566256,-2.104879,,
14:49:40:420,-4.985635,1.566973,-2.105574,,
14:49:40:454,-4.984284,1.567688,-2.106103,,
14:49:40:487,-4.982672,1.568278,-2.106626,,
14:49:40:520,-4.981477,1.568874,-2.10694,,
14:49:40:554,-4.980258,1.569452,-2.107233,,
14:49:40:587,-4.979174,1.570035,-2.107363,,
14:49:40:621,-4.97842,1.570663,-2.107324,,
14:49:40:654,-4.97791,1.571161,-2.107153,,
14:49:40:687,-4.977468,1.571494,-2.106925,,
14:49:40:720,-4.977273,1.571697,-2.106636,,
14:49:40:754,-4.977266,1.571798,-2.106281,,
14:49:40:787,-4.977388,1.571724,-2.105918,,
14:49:40:821,-4.977472,1.571619,-2.105583,,
14:49:40:854,-4.977805,1.571267,-2.105122,,
14:49:40:888,-4.978263,1.57073,-2.10458,,
14:49:40:921,-4.978745,1.569837,-2.104161,,
14:49:40:954,-4.979145,1.568839,-2.103861,,
14:49:40:988,-4.979548,1.567469,-2.103622,,
14:49:41:021,-4.979722,1.565665,-2.103408,,
14:49:41:055,-4.979692,1.563823,-2.103358,,
14:49:41:088,-4.979442,1.562094,-2.103327,,
14:49:41:121,-4.97888,1.560541,-2.103415,,
14:49:41:154,-4.978112,1.559461,-2.103615,,
14:49:41:187,-4.977289,1.558762,-2.104075,,
14:49:41:221,-4.976295,1.558163,-2.104666,,
14:49:41:255,-4.975129,1.55732,-2.105404,,
14:49:41:288,-4.973856,1.55625,-2.106273,,
14:49:41:321,-4.972548,1.555003,-2.10713,,
14:49:41:355,-4.970966,1.553513,-2.108164,,
14:49:41:388,-4.969539,1.552351,-2.10921,,
14:49:41:422,-4.968079,1.5515,-2.11037,,
14:49:41:455,-4.966738,1.551029,-2.111601,,
14:49:41:489,-4.965415,1.550623,-2.113172,,
14:49:41:522,-4.964416,1.550541,-2.114562,,
14:49:41:555,-4.963545,1.550599,-2.115946,,
14:49:41:589,-4.962981,1.550597,-2.11735,,
14:49:41:623,-4.962531,1.550588,-2.118564,,
14:49:41:656,-4.962278,1.550601,-2.119756,,
14:49:41:690,-4.962339,1.55073,-2.121185,,
14:49:41:723,-4.962762,1.551045,-2.122566,,
14:49:41:755,-4.963527,1.551211,-2.12389,,
14:49:41:789,-4.96472,1.551196,-2.125283,,
14:49:41:823,-4.966409,1.550999,-2.126372,,
14:49:41:856,-4.968454,1.550509,-2.127105,,
14:49:41:890,-4.970935,1.549906,-2.127545,,
14:49:41:924,-4.973836,1.549271,-2.127745,,
14:49:41:956,-4.976936,1.548627,-2.127769,,
14:49:41:989,-4.980335,1.548202,-2.127661,,
14:49:42:023,-4.984106,1.548027,-2.127909,,
14:49:42:056,-4.98792,1.548019,-2.128465,,
14:49:42:089,-4.99182,1.548227,-2.129333,,
14:49:42:123,-4.995878,1.548697,-2.130635,,
14:49:42:157,-5.000138,1.549215,-2.13224,,
14:49:42:189,-5.00433,1.549846,-2.133852,,
14:49:42:224,-5.008715,1.550597,-2.135475,,
14:49:42:256,-5.012877,1.55172,-2.137057,,
14:49:42:290,-5.01683,1.553461,-2.138668,,
14:49:42:323,-5.020432,1.555787,-2.140435,,
14:49:42:357,-5.023812,1.558667,-2.142409,,
14:49:42:390,-5.027022,1.561934,-2.144763,,
14:49:42:423,-5.030093,1.565244,-2.147243,,
14:49:42:457,-5.033022,1.568352,-2.149734,,
14:49:42:490,-5.035797,1.571182,-2.15225,,
14:49:42:524,-5.03844,1.573733,-2.1547,,
14:49:42:557,-5.040668,1.575869,-2.15711,,
14:49:42:590,-5.042687,1.577685,-2.159518,,
14:49:42:624,-5.044532,1.579192,-2.161814,,
14:49:42:658,-5.046406,1.580514,-2.164177,,
14:49:42:691,-5.048064,1.581699,-2.166616,,
14:49:42:724,-5.049252,1.582572,-2.169284,,
14:49:42:757,-5.049867,1.583155,-2.172359,,
14:49:42:791,-5.049814,1.583546,-2.176163,,
14:49:42:825,-5.048993,1.583805,-2.180941,,
14:49:42:858,-5.047046,1.583706,-2.186442,,
14:49:42:891,-5.044149,1.583259,-2.192903,,
14:49:42:924,-5.040288,1.582445,-2.200237,,
14:49:42:958,-5.035536,1.581425,-2.208846,,
14:49:42:992,-5.030062,1.580021,-2.218675,,
14:49:43:024,-5.024362,1.578292,-2.228979,,
14:49:43:058,-5.018182,1.576231,-2.240115,,
14:49:43:091,-5.011976,1.573801,-2.251889,,
14:49:43:125,-5.006093,1.57114,-2.264466,,
14:49:43:158,-5.000947,1.568185,-2.277729,,
14:49:43:193,-4.995739,1.565118,-2.292314,,
14:49:43:224,-4.990587,1.56253,-2.307399,,
14:49:43:259,-4.98493,1.56014,-2.323425,,
14:49:43:291,-4.978948,1.557675,-2.339285,,
14:49:43:325,-4.972358,1.554914,-2.355609,,
14:49:43:359,-4.965204,1.553307,-2.372588,,
14:49:43:392,-4.958069,1.552371,-2.389588,,
14:49:43:425,-4.950911,1.552424,-2.406599,,
14:49:43:459,-4.943684,1.55304,-2.423487,,
14:49:43:492,-4.936769,1.55447,-2.440179,,
14:49:43:525,-4.930368,1.55663,-2.456739,,
14:49:43:559,-4.924359,1.559427,-2.474251,,
14:49:43:593,-4.919105,1.561862,-2.491131,,
14:49:43:626,-4.914667,1.56394,-2.507488,,
14:49:43:642,,,,,
14:49:43:660,-4.910836,1.565759,-2.523438,,
14:49:43:692,-4.90749,1.567322,-2.539003,,
14:49:43:726,-4.904251,1.568704,-2.554983,,
14:49:43:760,-4.901534,1.569748,-2.570255,,
14:49:43:793,-4.899361,1.570384,-2.585376,,
14:49:43:826,-4.897659,1.570546,-2.599552,,
14:49:43:860,-4.896521,1.570305,-2.613207,,
14:49:43:893,-4.896048,1.569753,-2.62543,,
14:49:43:927,-4.896334,1.568969,-2.636531,,
14:49:43:960,-4.897426,1.568084,-2.645923,,
14:49:43:994,-4.899282,1.567067,-2.654294,,
14:49:44:025,-4.901788,1.566022,-2.661371,,
14:49:44:060,-4.905123,1.564727,-2.668013,,
14:49:44:093,-4.909076,1.56407,-2.674298,,
14:49:44:126,-4.913351,1.563574,-2.680554,,
14:49:44:161,-4.91787,1.563191,-2.686666,,
14:49:44:193,-4.922042,1.562859,-2.692256,,
14:49:44:227,-4.925895,1.562495,-2.697825,,
14:49:44:260,-4.929031,1.562011,-2.702823,,
14:49:44:295,-4.931313,1.561183,-2.707483,,
14:49:44:326,-4.932822,1.56033,-2.711349,,
14:49:44:361,-4.933592,1.559689,-2.7144,,
14:49:44:394,-4.933469,1.559453,-2.716912,,
14:49:44:427,-4.932295,1.559408,-2.719692,,
14:49:44:461,-4.930926,1.559591,-2.720886,,
14:49:44:494,-4.928679,1.559974,-2.721802,,
14:49:44:528,-4.925651,1.560413,-2.722025,,
14:49:44:561,-4.921958,1.561198,-2.721916,,
14:49:44:595,-4.9176,1.562388,-2.721539,,
14:49:44:628,-4.912776,1.564026,-2.721012,,
14:49:44:661,-4.907747,1.566226,-2.720556,,
14:49:44:695,-4.902432,1.56899,-2.720038,,
14:49:44:729,-4.897126,1.572225,-2.719465,,
14:49:44:761,-4.89226,1.575459,-2.718994,,
14:49:44:795,-4.887462,1.57859,-2.718265,,
14:49:44:828,-4.882842,1.581477,-2.71741,,
14:49:44:862,-4.878634,1.583812,-2.716399,,
14:49:44:896,-4.874839,1.585562,-2.715322,,
14:49:44:928,-4.871416,1.58744,-2.714777,,
14:49:44:962,-4.868474,1.588556,-2.714041,,
14:49:44:995,-4.866175,1.589254,-2.713407,,
14:49:45:029,-4.864122,1.589841,-2.712911,,
14:49:45:062,-4.862372,1.590107,-2.712777,,
14:49:45:095,-4.86081,1.589963,-2.71291,,
14:49:45:129,-4.859578,1.589457,-2.713234,,
14:49:45:145,,,,,
14:49:45:163,-4.858695,1.588667,-2.71383,,
14:49:45:195,-4.858097,1.587571,-2.714562,,
14:49:45:229,-4.857649,1.586147,-2.715354,,
14:49:45:264,-4.857395,1.584449,-2.715972,,
14:49:45:296,-4.857331,1.582714,-2.716443,,
14:49:45:329,-4.857486,1.581074,-2.716831,,
14:49:45:362,-4.85783,1.579744,-2.717201,,
14:49:45:396,-4.858603,1.578951,-2.717576,,
14:49:45:429,-4.859723,1.578891,-2.717908,,
14:49:45:463,-4.860904,1.57923,-2.718165,,
14:49:45:497,-4.862347,1.579928,-2.718173,,
14:49:45:530,-4.863883,1.580749,-2.718035,,
14:49:45:563,-4.865584,1.581643,-2.717746,,
14:49:45:597,-4.867234,1.58237,-2.717432,,
14:49:45:630,-4.869028,1.583079,-2.717025,,
14:49:45:663,-4.87083,1.583948,-2.716658,,
14:49:45:697,-4.872698,1.584752,-2.716316,,
14:49:45:730,-4.874568,1.58536,-2.715858,,
14:49:45:763,-4.876413,1.585908,-2.715525,,
14:49:45:796,-4.878459,1.586301,-2.715172,,
14:49:45:830,-4.880269,1.586469,-2.714941,,
14:49:45:864,-4.88188,1.586578,-2.714875,,
14:49:45:897,-4.883214,1.586622,-2.71491,,
14:49:45:931,-4.884187,1.586404,-2.71508,,
14:49:45:964,-4.884802,1.585863,-2.715293,,
14:49:45:998,-4.885158,1.584845,-2.715567,,
14:49:46:031,-4.885203,1.583241,-2.715972,,
14:49:46:064,-4.885029,1.580929,-2.716668,,
14:49:46:097,-4.884735,1.577886,-2.717935,,
14:49:46:131,-4.884373,1.573831,-2.719572,,
14:49:46:164,-4.884237,1.568807,-2.720936,,
14:49:46:198,-4.884289,1.562968,-2.722342,,
14:49:46:231,-4.884443,1.556996,-2.723666,,
14:49:46:265,-4.88458,1.551619,-2.72532,,
14:49:46:298,-4.884855,1.547366,-2.727283,,
14:49:46:331,-4.884887,1.544288,-2.729198,,
14:49:46:364,-4.885026,1.542037,-2.731277,,
14:49:46:397,-4.885335,1.540653,-2.733298,,
14:49:46:431,-4.885708,1.539933,-2.735199,,
14:49:46:464,-4.88594,1.539832,-2.737368,,
14:49:46:498,-4.886174,1.540375,-2.7397,,
14:49:46:532,-4.886443,1.541333,-2.742429,,
14:49:46:565,-4.886809,1.542274,-2.745754,,
14:49:46:598,-4.887367,1.54309,-2.749223,,
14:49:46:632,-4.887884,1.543695,-2.752754,,
14:49:46:666,-4.888561,1.544032,-2.756388,,
14:49:46:698,-4.889133,1.544324,-2.759995,,
14:49:46:732,-4.88969,1.544357,-2.763372,,
14:49:46:765,-4.889933,1.54436,-2.765978,,
14:49:46:799,-4.889997,1.544309,-2.768047,,
14:49:46:832,-4.88975,1.544266,-2.769515,,
14:49:46:865,-4.88938,1.544137,-2.77034,,
14:49:46:899,-4.888921,1.544003,-2.770525,,
14:49:46:933,-4.888455,1.544105,-2.770265,,
14:49:46:966,-4.888105,1.544275,-2.769381,,
14:49:46:999,-4.887896,1.544807,-2.768158,,
14:49:47:033,-4.887612,1.545585,-2.766576,,
14:49:47:065,-4.887326,1.546419,-2.764703,,
14:49:47:099,-4.887186,1.547362,-2.762472,,
14:49:47:132,-4.887072,1.548344,-2.760267,,
14:49:47:166,-4.887333,1.54933,-2.75789,,
14:49:47:200,-4.88784,1.550135,-2.755354,,
14:49:47:233,-4.888607,1.55084,-2.752939,,
14:49:47:266,-4.889585,1.551349,-2.750419,,
14:49:47:300,-4.89043,1.551778,-2.748152,,
14:49:47:333,-4.891029,1.552179,-2.74601,,
14:49:47:366,-4.891281,1.552453,-2.744089,,
14:49:47:400,-4.891263,1.552702,-2.742469,,
14:49:47:433,-4.890951,1.552843,-2.741045,,
14:49:47:465,-4.890514,1.552958,-2.739835,,
14:49:47:500,-4.88985,1.553094,-2.738662,,
14:49:47:533,-4.889078,1.553342,-2.737796,,
14:49:47:566,-4.888264,1.553665,-2.737291,,
14:49:47:599,-4.887471,1.554038,-2.737119,,
14:49:47:633,-4.886803,1.554411,-2.737223,,
14:49:47:666,-4.88624,1.554758,-2.737628,,
14:49:47:700,-4.885882,1.55501,-2.738303,,
14:49:47:733,-4.885715,1.555046,-2.738992,,
14:49:47:766,-4.885752,1.554844,-2.739678,,
14:49:47:800,-4.885945,1.55436,-2.740264,,
14:49:47:833,-4.88612,1.553709,-2.740537,,
14:49:47:866,-4.886428,1.553091,-2.74061,,
14:49:47:900,-4.886735,1.552542,-2.740592,,
14:49:47:933,-4.886806,1.552069,-2.740509,,
14:49:47:966,-4.886894,1.551798,-2.740263,,
14:49:48:000,-4.886971,1.551711,-2.739802,,
14:49:48:034,-4.887016,1.551691,-2.739078,,
14:49:48:067,-4.886936,1.551768,-2.738189,,
14:49:48:100,-4.886704,1.551938,-2.737223,,
14:49:48:134,-4.886402,1.552204,-2.736254,,
14:49:48:168,-4.886022,1.552616,-2.735329,,
14:49:48:201,-4.885632,1.553169,-2.73444,,
14:49:48:233,-4.885213,1.55375,-2.733625,,
14:49:48:267,-4.884683,1.554403,-2.732869,,
14:49:48:301,-4.884118,1.555205,-2.732226,,
14:49:48:334,-4.883416,1.556073,-2.731603,,
14:49:48:368,-4.882626,1.557072,-2.731061,,
14:49:48:401,-4.881811,1.558089,-2.730608,,
14:49:48:435,-4.881009,1.559104,-2.730166,,
14:49:48:468,-4.880252,1.560066,-2.729803,,
14:49:48:502,-4.879448,1.560878,-2.729485,,
14:49:48:535,-4.878723,1.561542,-2.729196,,
14:49:48:568,-4.878055,1.562064,-2.729038,,
14:49:48:601,-4.877636,1.562387,-2.728922,,
14:49:48:635,-4.877169,1.562603,-2.728888,,
14:49:48:669,-4.876833,1.562723,-2.728921,,
14:49:48:701,-4.876663,1.562735,-2.729177,,
14:49:48:735,-4.876273,1.562672,-2.729481,,
14:49:48:768,-4.875821,1.562574,-2.729742,,
14:49:48:802,-4.875485,1.562404,-2.730125,,
14:49:48:835,-4.874928,1.562195,-2.730523,,
14:49:48:869,-4.874189,1.562079,-2.730943,,
14:49:48:902,-4.873695,1.561936,-2.7314,,
14:49:48:935,-4.873205,1.561751,-2.731879,,
14:49:48:969,-4.872771,1.561515,-2.732394,,
14:49:49:002,-4.87242,1.561275,-2.732964,,
14:49:49:035,-4.872072,1.560936,-2.733442,,
14:49:49:068,-4.871761,1.560559,-2.733798,,
14:49:49:102,-4.871474,1.560305,-2.734084,,
14:49:49:136,-4.871207,1.560111,-2.73435,,
14:49:49:154,,,,,
14:50:11:878,,,,,
14:50:25:604,,,,,
14:50:25:605,,,,,
14:50:25:605,,,,,
14:50:25:605,,,,,
14:50:25:605,,,,,
14:50:25:605,,,,,
14:50:25:605,,,,,
14:50:25:606,3.480334,1.604371,1.704461,,
14:50:25:637,3.483467,1.606383,1.704765,,
14:50:25:671,3.486547,1.608131,1.704806,,
14:50:25:704,3.48893,1.609783,1.705179,,
14:50:25:737,3.490904,1.610913,1.705514,,
14:50:25:771,3.492637,1.611867,1.705998,,
14:50:25:804,3.494057,1.612324,1.706333,,
14:50:25:838,3.495029,1.613174,1.706966,,
14:50:25:872,3.495706,1.613706,1.707533,,
14:50:25:904,3.495484,1.614468,1.708024,,
14:50:25:938,3.494846,1.614938,1.708427,,
14:50:25:971,3.493651,1.61512,1.708649,,
14:50:26:004,3.4919,1.61513,1.708609,,
14:50:26:038,3.489716,1.615033,1.708498,,
14:50:26:072,3.487287,1.614983,1.708284,,
14:50:26:104,3.484816,1.615202,1.70775,,
14:50:26:138,3.482742,1.615614,1.706538,,
14:50:26:171,3.481291,1.616178,1.704602,,
14:50:26:204,3.480476,1.616861,1.701543,,
14:50:26:239,3.48009,1.617697,1.697569,,
14:50:26:272,3.480132,1.618298,1.692395,,
14:50:26:305,3.480668,1.618796,1.686077,,
14:50:26:338,3.481512,1.618578,1.678656,,
14:50:26:372,3.482652,1.61705,1.669685,,
14:50:26:405,3.484071,1.613965,1.659236,,
14:50:26:439,3.485502,1.61083,1.647146,,
14:50:26:472,3.48613,1.608901,1.633873,,
14:50:26:505,3.485959,1.607623,1.620476,,
14:50:26:539,3.484925,1.606976,1.606126,,
14:50:26:572,3.483038,1.606369,1.59109,,
14:50:26:605,3.480373,1.605677,1.575072,,
14:50:26:640,3.47647,1.604524,1.55797,,
14:50:26:673,3.471469,1.602588,1.540766,,
14:50:26:706,3.46543,1.599929,1.522905,,
14:50:26:740,3.45827,1.596706,1.505057,,
14:50:26:773,3.449514,1.593277,1.486304,,
14:50:26:806,3.439508,1.590343,1.467068,,
14:50:26:840,3.428053,1.588004,1.446746,,
14:50:26:873,3.415508,1.585841,1.426178,,
14:50:26:906,3.401768,1.583602,1.405034,,
14:50:26:940,3.386545,1.582088,1.382506,,
14:50:26:973,3.371102,1.581861,1.36031,,
14:50:27:006,3.354743,1.584478,1.337798,,
14:50:27:040,3.338336,1.588891,1.314914,,
14:50:27:073,3.322803,1.59324,1.292416,,
14:50:27:107,3.307832,1.597768,1.268791,,
14:50:27:140,3.29392,1.603262,1.244486,,
14:50:27:174,3.281047,1.609007,1.218641,,
14:50:27:207,3.26991,1.614152,1.19251,,
14:50:27:241,3.260554,1.617277,1.165507,,
14:50:27:274,3.252827,1.618242,1.138252,,
14:50:27:308,3.246304,1.617356,1.109292,,
14:50:27:340,3.241006,1.615058,1.080224,,
14:50:27:374,3.236331,1.611891,1.049948,,
14:50:27:407,3.232496,1.607354,1.01904,,
14:50:27:441,3.229322,1.601483,0.9877226,,
14:50:27:474,3.226795,1.595186,0.956147,,
14:50:27:507,3.224614,1.590271,0.9246433,,
14:50:27:541,3.222659,1.586622,0.8924398,,
14:50:27:574,3.220812,1.587309,0.8605859,,
14:50:27:609,3.218475,1.591354,0.828047,,
14:50:27:641,3.215689,1.595312,0.7971165,,
14:50:27:674,3.211672,1.599112,0.7655089,,
14:50:27:708,3.206021,1.603275,0.7340281,,
14:50:27:741,3.19894,1.607041,0.7029796,,
14:50:27:775,3.191095,1.609493,0.6735203,,
14:50:27:808,3.182663,1.610142,0.645273,,
14:50:27:842,3.173808,1.609201,0.6181536,,
14:50:27:875,3.164989,1.607586,0.59113,,
14:50:27:909,3.155752,1.605552,0.5637262,,
14:50:27:942,3.145966,1.602553,0.5361667,,
14:50:27:976,3.135841,1.59807,0.5084522,,
14:50:28:009,3.12536,1.592293,0.4811563,,
14:50:28:043,3.113967,1.58586,0.4534841,,
14:50:28:075,3.102014,1.580811,0.4260764,,
14:50:28:109,3.088849,1.577607,0.3983977,,
14:50:28:143,3.073667,1.577702,0.3702404,,
14:50:28:176,3.059758,1.579448,0.3433101,,
14:50:28:209,3.045238,1.583779,0.3160872,,
14:50:28:243,3.03086,1.588785,0.2886434,,
14:50:28:276,3.016393,1.593717,0.2604263,,
14:50:28:310,3.00227,1.598448,0.2317724,,
14:50:28:343,2.988559,1.602158,0.2030234,,
14:50:28:376,2.97544,1.605367,0.1737201,,
14:50:28:409,2.963346,1.607136,0.1452916,,
14:50:28:443,2.951177,1.607594,0.1166408,,
14:50:28:476,2.939452,1.606877,0.08839536,,
14:50:28:510,2.92807,1.605233,0.05997372,,
14:50:28:543,2.916779,1.602483,0.03131104,,
14:50:28:576,2.90537,1.598566,0.002173662,,
14:50:28:609,2.894439,1.594279,-0.02709818,,
14:50:28:643,2.883777,1.589894,-0.05734658,,
14:50:28:676,2.873465,1.586688,-0.08750653,,
14:50:28:710,2.863327,1.584345,-0.1185069,,
14:50:28:744,2.853553,1.584053,-0.150027,,
14:50:28:777,2.844389,1.586247,-0.1806414,,
14:50:28:810,2.835354,1.589927,-0.2113483,,
14:50:28:843,2.825996,1.593226,-0.2422967,,
14:50:28:877,2.815915,1.596358,-0.273236,,
14:50:28:910,2.804469,1.601016,-0.3042963,,
14:50:28:944,2.792821,1.603064,-0.3346822,,
14:50:28:978,2.780944,1.604176,-0.3633273,,
14:50:29:011,2.769126,1.604501,-0.3908,,
14:50:29:044,2.757052,1.604483,-0.4182925,,
14:50:29:077,2.744876,1.603939,-0.4460082,,
14:50:29:111,2.732849,1.602808,-0.473382,,
14:50:29:144,2.720284,1.600744,-0.5012605,,
14:50:29:177,2.707826,1.5973,-0.5281191,,
14:50:29:211,2.694711,1.592539,-0.555546,,
14:50:29:244,2.68103,1.58718,-0.5831254,,
14:50:29:277,2.666862,1.582468,-0.6103203,,
14:50:29:311,2.651992,1.578042,-0.6375203,,
14:50:29:345,2.636942,1.575762,-0.6639524,,
14:50:29:378,2.621581,1.576568,-0.6901288,,
14:50:29:411,2.606471,1.579639,-0.7161298,,
14:50:29:444,2.591647,1.584429,-0.7433343,,
14:50:29:478,2.577535,1.590122,-0.7713857,,
14:50:29:512,2.564611,1.595361,-0.7994614,,
14:50:29:545,2.552847,1.598902,-0.8268311,,
14:50:29:579,2.542034,1.600158,-0.8539207,,
14:50:29:612,2.534326,1.598058,-0.8769362,,
14:50:29:644,2.525126,1.596649,-0.9033415,,
14:50:29:678,2.516312,1.59424,-0.9301112,,
14:50:29:712,2.508135,1.590611,-0.9566903,,
14:50:29:745,2.500735,1.585745,-0.9831803,,
14:50:29:778,2.494273,1.580228,-1.009143,,
14:50:29:812,2.488576,1.57485,-1.035825,,
14:50:29:845,2.48388,1.570498,-1.062498,,
14:50:29:879,2.479928,1.567909,-1.090266,,
14:50:29:913,2.476662,1.568467,-1.1174,,
14:50:29:946,2.473752,1.571737,-1.143916,,
14:50:29:979,2.471017,1.574889,-1.170281,,
14:50:30:012,2.46759,1.578604,-1.196639,,
14:50:30:045,2.463174,1.58216,-1.222747,,
14:50:30:079,2.45806,1.584655,-1.247375,,
14:50:30:113,2.452437,1.58581,-1.270018,,
14:50:30:145,2.446478,1.5856,-1.291405,,
14:50:30:179,2.440024,1.584391,-1.312882,,
14:50:30:212,2.433306,1.582294,-1.333573,,
14:50:30:245,2.4262,1.580089,-1.35448,,
14:50:30:279,2.418934,1.577147,-1.374884,,
14:50:30:313,2.411371,1.573036,-1.394434,,
14:50:30:346,2.403557,1.56817,-1.412477,,
14:50:30:379,2.395205,1.562926,-1.429504,,
14:50:30:413,2.38618,1.558061,-1.445786,,
14:50:30:446,2.377823,1.552722,-1.459687,,
14:50:30:480,2.367633,1.550472,-1.47597,,
14:50:30:513,2.357588,1.550402,-1.491752,,
14:50:30:546,2.34767,1.551396,-1.507538,,
14:50:30:580,2.338157,1.55273,-1.5228,,
14:50:30:613,2.329076,1.554001,-1.537633,,
14:50:30:631,,,,,
14:50:30:646,2.320207,1.555222,-1.552611,,
14:50:30:681,2.31192,1.556381,-1.567198,,
14:50:30:714,2.304559,1.557206,-1.580381,,
14:50:30:747,2.29759,1.557909,-1.592885,,
14:50:30:781,2.291047,1.558582,-1.604958,,
14:50:30:814,2.285396,1.558997,-1.616219,,
14:50:30:848,2.280404,1.558871,-1.626903,,
14:50:30:880,2.276658,1.558045,-1.636037,,
14:50:30:914,2.273873,1.556487,-1.643928,,
14:50:30:947,2.272128,1.55455,-1.650243,,
14:50:30:981,2.271344,1.552721,-1.655495,,
14:50:31:014,2.271509,1.551448,-1.660203,,
14:50:31:048,2.272494,1.55063,-1.664394,,
14:50:31:081,2.27408,1.549998,-1.66817,,
14:50:31:114,2.276114,1.549574,-1.67169,,
14:50:31:148,2.278451,1.549193,-1.675225,,
14:50:31:181,2.280908,1.548706,-1.67865,,
14:50:31:215,2.283458,1.548252,-1.681898,,
14:50:31:248,2.28618,1.547933,-1.685045,,
14:50:31:281,2.288975,1.547824,-1.688403,,
14:50:31:315,2.291777,1.547752,-1.691922,,
14:50:31:348,2.29446,1.54752,-1.695563,,
14:50:31:382,2.297009,1.547212,-1.699225,,
14:50:31:415,2.299287,1.546955,-1.702806,,
14:50:31:448,2.301485,1.547084,-1.706671,,
14:50:31:481,2.303391,1.547546,-1.710375,,
14:50:31:515,2.304964,1.548204,-1.713868,,
14:50:31:548,2.306276,1.548936,-1.717075,,
14:50:31:582,2.30724,1.549737,-1.720082,,
14:50:31:615,2.307915,1.550508,-1.722719,,
14:50:31:649,2.308338,1.551211,-1.725271,,
14:50:31:682,2.308711,1.551704,-1.727436,,
14:50:31:716,2.308934,1.552183,-1.729397,,
14:50:31:749,2.309159,1.552595,-1.731238,,
14:50:31:783,2.309412,1.552929,-1.732936,,
14:50:31:817,2.309683,1.553338,-1.734602,,
14:50:31:849,2.310043,1.553642,-1.736156,,
14:50:31:883,2.310541,1.554103,-1.737737,,
14:50:31:916,2.310908,1.554562,-1.739139,,
14:50:31:950,2.311255,1.555009,-1.740437,,
14:50:31:982,2.31157,1.555329,-1.741678,,
